	region	MATCHED	MATCHED_AMBIGUOUSLY	MATCHED_THOUGH_DISTANT	MATCHED_THOUGH_NAMES_DIFFER	MATCHED_THOUGH_OSM_NO_NAME	MATCHED_THOUGH_REVERSED_DIR	NO_MATCH	NO_MATCH_AND_SEEMS_UNSERVED	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED	Gesamt	district	BEZ	GEN
280	de:09478	409	4	4	16	1	20	26	138	65	683	de:09478	Landkreis	Lichtenfels
281	de:09479	608	0	13	3	12	7	28	250	21	942	de:09479	Landkreis	Wunsiedel i.Fichtelgebirge
282	de:09561	270	4	0	3	1	1	1	104	21	405	de:09561	Kreisfreie Stadt	Ansbach
283	de:09562	409	20	3	5	0	12	2	197	11	659	de:09562	Kreisfreie Stadt	Erlangen
284	de:09563	430	2	0	11	0	8	8	160	12	631	de:09563	Kreisfreie Stadt	Fürth
285	de:09564	1514	41	0	17	7	20	6	594	128	2327	de:09564	Kreisfreie Stadt	Nürnberg
286	de:09565	236	2	0	8	2	1	18	132	13	412	de:09565	Kreisfreie Stadt	Schwabach
287	de:09571	1320	20	8	9	16	15	144	415	355	2302	de:09571	Landkreis	Ansbach
288	de:09572	637	14	5	11	2	21	8	192	43	933	de:09572	Landkreis	Erlangen-Höchstadt
289	de:09573	502	6	2	5	7	31	15	168	27	763	de:09573	Landkreis	Fürth
290	de:09574	905	8	2	35	8	38	31	196	60	1283	de:09574	Landkreis	Nürnberger Land
291	de:09575	581	0	6	8	10	28	20	368	106	1127	de:09575	Landkreis	Neustadt a.d.Aisch-Bad Windsheim
292	de:09576	897	4	3	3	7	48	45	312	131	1450	de:09576	Landkreis	Roth
293	de:09577	636	2	6	7	18	4	80	253	92	1098	de:09577	Landkreis	Weißenburg-Gunzenhausen
294	de:09661	277	0	4	23	0	33	2	42	8	389	de:09661	Kreisfreie Stadt	Aschaffenburg
295	de:09662	246	12	2	8	3	10	3	14	3	301	de:09662	Kreisfreie Stadt	Schweinfurt
296	de:09663	619	15	1	8	5	77	1	140	45	911	de:09663	Kreisfreie Stadt	Würzburg
297	de:09671	723	12	4	18	1	121	17	101	19	1016	de:09671	Landkreis	Aschaffenburg
298	de:09672	588	2	2	13	28	11	44	84	75	847	de:09672	Landkreis	Bad Kissingen
299	de:09673	515	4	4	16	5	12	9	132	61	758	de:09673	Landkreis	Rhön-Grabfeld
300	de:09674	357	0	0	12	31	15	60	72	84	631	de:09674	Landkreis	Haßberge
301	de:09675	399	14	9	9	4	36	12	96	75	654	de:09675	Landkreis	Kitzingen
302	de:09676	551	8	2	19	2	117	11	54	35	799	de:09676	Landkreis	Miltenberg
303	de:09677	747	8	23	30	7	57	31	147	95	1145	de:09677	Landkreis	Main-Spessart
304	de:09678	445	2	3	17	17	17	43	63	71	678	de:09678	Landkreis	Schweinfurt
305	de:09679	704	25	6	1	7	74	10	91	46	964	de:09679	Landkreis	Würzburg
306	de:09761	577	259	0	12	2	61	3	210	8	1132	de:09761	Kreisfreie Stadt	Augsburg
307	de:09762	177	0	1	0	0	9	1	16	6	210	de:09762	Kreisfreie Stadt	Kaufbeuren
308	de:09763	379	3	4	14	1	10	17	86	29	543	de:09763	Kreisfreie Stadt	Kempten (Allgäu)
309	de:09764	181	2	0	0	2	14	13	20	9	241	de:09764	Kreisfreie Stadt	Memmingen
310	de:09771	742	12	2	3	0	26	15	112	15	927	de:09771	Landkreis	Aichach-Friedberg
311	de:09772	1097	45	3	3	4	55	26	698	24	1955	de:09772	Landkreis	Augsburg
312	de:09773	439	4	0	3	7	39	14	62	26	594	de:09773	Landkreis	Dillingen a.d.Donau
313	de:09774	580	2	3	14	7	22	21	79	84	812	de:09774	Landkreis	Günzburg
314	de:09775	772	23	0	19	8	36	32	111	29	1030	de:09775	Landkreis	Neu-Ulm
315	de:09776	603	9	5	1	2	116	43	73	41	893	de:09776	Landkreis	Lindau (Bodensee)
316	de:09777	792	2	5	10	9	78	41	116	59	1112	de:09777	Landkreis	Ostallgäu
317	de:09778	726	4	4	8	9	33	62	129	82	1057	de:09778	Landkreis	Unterallgäu
318	de:09779	677	4	7	12	11	16	20	80	39	866	de:09779	Landkreis	Donau-Ries
319	de:09780	1137	2	6	23	31	36	83	107	81	1506	de:09780	Landkreis	Oberallgäu
320	de:10041	1847	25	2	9	7	27	25	90	55	2087	de:10041	Landkreis	Regionalverband Saarbrücken
321	de:10042	680	0	4	4	15	13	43	63	63	885	de:10042	Landkreis	Merzig-Wadern
322	de:10043	983	0	2	10	13	5	32	34	45	1124	de:10043	Landkreis	Neunkirchen
323	de:10044	1158	0	5	4	5	4	53	90	55	1374	de:10044	Landkreis	Saarlouis
324	de:10045	1043	4	3	2	9	7	40	62	39	1209	de:10045	Landkreis	Saarpfalz-Kreis
325	de:10046	654	4	1	3	8	10	16	45	26	767	de:10046	Landkreis	St. Wendel
326	de:11000	7671	4	10	22	8	26	22	1725	306	9794	de:11000	Kreisfreie Stadt	Berlin
327	de:12051	407	0	0	2	0	8	0	35	13	465	de:12051	Kreisfreie Stadt	Brandenburg an der Havel
328	de:12052	493	2	1	5	3	6	17	56	31	614	de:12052	Kreisfreie Stadt	Cottbus
329	de:12053	247	0	2	0	0	16	4	45	54	368	de:12053	Kreisfreie Stadt	Frankfurt (Oder)
330	de:12054	680	0	1	0	1	10	4	71	21	788	de:12054	Kreisfreie Stadt	Potsdam
331	de:12060	883	0	3	3	28	35	63	93	49	1157	de:12060	Landkreis	Barnim
332	de:12061	1207	6	3	2	14	13	110	121	58	1534	de:12061	Landkreis	Dahme-Spreewald
333	de:12062	574	4	4	0	33	2	257	130	107	1111	de:12062	Landkreis	Elbe-Elster
334	de:12063	995	0	2	2	3	11	59	75	51	1198	de:12063	Landkreis	Havelland
335	de:12064	1030	5	7	8	16	72	153	90	80	1461	de:12064	Landkreis	Märkisch-Oderland
336	de:12065	889	0	5	2	6	12	142	107	127	1290	de:12065	Landkreis	Oberhavel
337	de:12066	461	2	2	2	31	2	125	18	76	719	de:12066	Landkreis	Oberspreewald-Lausitz
338	de:12067	1050	12	6	2	23	64	96	79	80	1412	de:12067	Landkreis	Oder-Spree
339	de:12068	390	6	0	2	7	1	535	145	96	1182	de:12068	Landkreis	Ostprignitz-Ruppin
340	de:12069	1459	4	4	10	7	18	15	144	55	1716	de:12069	Landkreis	Potsdam-Mittelmark
341	de:12070	575	8	2	7	9	9	408	98	54	1170	de:12070	Landkreis	Prignitz
342	de:12071	964	0	3	5	11	18	55	78	52	1186	de:12071	Landkreis	Spree-Neiße
343	de:12072	1016	0	6	10	12	27	109	134	72	1386	de:12072	Landkreis	Teltow-Fläming
344	de:12073	1050	2	7	0	19	19	455	56	169	1777	de:12073	Landkreis	Uckermark
345	de:13003	695	0	3	0	11	5	2	151	17	884	de:13003	Kreisfreie Stadt	Rostock
346	de:13004	385	2	3	0	7	16	5	66	15	499	de:13004	Kreisfreie Stadt	Schwerin
347	de:13071	2611	12	29	9	38	51	129	547	418	3844	de:13071	Landkreis	Mecklenburgische Seenplatte
348	de:13072	2279	4	5	12	18	7	28	144	52	2549	de:13072	Landkreis	Rostock
349	de:13073	1911	16	32	42	9	18	92	226	277	2623	de:13073	Landkreis	Vorpommern-Rügen
350	de:13074	1265	4	1	6	67	4	269	175	82	1873	de:13074	Landkreis	Nordwestmecklenburg
351	de:13075	1723	13	11	16	54	101	270	286	212	2686	de:13075	Landkreis	Vorpommern-Greifswald
352	de:13076	1336	4	6	19	117	14	535	157	169	2357	de:13076	Landkreis	Ludwigslust-Parchim
353	de:14511	1275	10	1	6	9	7	4	375	19	1706	de:14511	Kreisfreie Stadt	Chemnitz
354	de:14521	1986	19	6	11	56	18	267	240	116	2719	de:14521	Landkreis	Erzgebirgskreis
355	de:14522	2377	6	6	16	147	22	150	380	219	3323	de:14522	Landkreis	Mittelsachsen
356	de:14523	2107	9	9	3	5	7	9	578	93	2820	de:14523	Landkreis	Vogtlandkreis
357	de:14524	1932	89	2	31	21	21	100	367	55	2618	de:14524	Landkreis	Zwickau
358	de:14612	2093	15	8	20	5	24	9	834	51	3059	de:14612	Kreisfreie Stadt	Dresden
359	de:14625	2442	3	8	35	27	25	16	470	85	3111	de:14625	Landkreis	Bautzen
360	de:14626	2147	0	4	3	25	31	12	479	67	2768	de:14626	Landkreis	Görlitz
361	de:14627	1995	2	7	65	70	18	83	654	160	3054	de:14627	Landkreis	Meißen
362	de:14628	2168	0	22	109	35	20	29	377	67	2827	de:14628	Landkreis	Sächsische Schweiz-Osterzgebirge
363	de:14713	1511	63	5	17	1	31	13	149	39	1829	de:14713	Kreisfreie Stadt	Leipzig
364	de:14729	1280	202	9	6	48	13	119	379	178	2234	de:14729	Landkreis	Leipzig
365	de:14730	369	853	1	3	35	0	3	243	7	1514	de:14730	Landkreis	Nordsachsen
366	de:15001	349	8	3	3	4	14	23	11	25	440	de:15001	Kreisfreie Stadt	Dessau-Roßlau
367	de:15002	682	11	3	5	1	10	25	74	62	873	de:15002	Kreisfreie Stadt	Halle (Saale)
368	de:15003	676	12	2	7	1	33	11	177	66	985	de:15003	Kreisfreie Stadt	Magdeburg
369	de:15081	218	658	6	6	6	0	1	71	6	972	de:15081	Landkreis	Altmarkkreis Salzwedel
370	de:15082	257	926	0	0	6	0	0	50	0	1239	de:15082	Landkreis	Anhalt-Bitterfeld
371	de:15083	856	15	0	4	9	14	28	37	15	978	de:15083	Landkreis	Börde
372	de:15084	840	25	50	11	49	2	206	34	123	1340	de:15084	Landkreis	Burgenlandkreis
373	de:15085	1206	114	7	2	8	27	19	42	23	1448	de:15085	Landkreis	Harz
374	de:15086	181	412	13	0	2	1	2	86	0	697	de:15086	Landkreis	Jerichower Land
375	de:15087	208	713	0	0	14	0	6	131	0	1072	de:15087	Landkreis	Mansfeld-Südharz
376	de:15088	479	747	1	7	2	2	3	124	6	1371	de:15088	Landkreis	Saalekreis
377	de:15089	249	527	2	2	15	0	3	155	4	957	de:15089	Landkreis	Salzlandkreis
378	de:15090	254	588	0	0	9	0	2	231	7	1091	de:15090	Landkreis	Stendal
379	de:15091	214	803	0	0	7	0	3	64	0	1091	de:15091	Landkreis	Wittenberg
380	de:16051	638	17	4	3	8	2	7	136	16	831	de:16051	Kreisfreie Stadt	Erfurt
381	de:16052	413	13	0	0	1	14	1	107	16	565	de:16052	Kreisfreie Stadt	Gera
382	de:16053	345	35	0	0	2	0	0	102	14	498	de:16053	Kreisfreie Stadt	Jena
383	de:16054	213	10	0	0	0	3	0	19	8	253	de:16054	Kreisfreie Stadt	Suhl
384	de:16055	177	100	0	3	1	7	2	35	14	339	de:16055	Kreisfreie Stadt	Weimar
385	de:16056	76	102	0	1	1	0	2	30	1	213			
386	de:16061	453	2	5	5	49	2	91	86	54	747	de:16061	Landkreis	Eichsfeld
387	de:16062	298	143	0	10	30	0	1	134	3	619	de:16062	Landkreis	Nordhausen
388	de:16063	228	379	3	10	27	2	9	141	6	805	de:16063	Landkreis	Wartburgkreis
389	de:16064	287	38	0	1	59	3	65	80	40	573	de:16064	Landkreis	Unstrut-Hainich-Kreis
390	de:16065	206	69	3	1	18	1	17	122	13	450	de:16065	Landkreis	Kyffhäuserkreis
391	de:16066	754	35	1	1	12	5	15	128	35	986	de:16066	Landkreis	Schmalkalden-Meiningen
392	de:16067	423	36	2	2	48	1	71	106	30	719	de:16067	Landkreis	Gotha
393	de:16068	215	104	0	0	6	2	4	78	4	413	de:16068	Landkreis	Sömmerda
394	de:16069	226	48	5	2	35	1	57	46	45	465	de:16069	Landkreis	Hildburghausen
395	de:16070	615	7	0	0	2	2	2	150	7	785	de:16070	Landkreis	Ilm-Kreis
396	de:16071	472	4	3	2	6	9	27	98	19	640	de:16071	Landkreis	Weimarer Land
397	de:16072	293	122	0	3	16	0	30	55	48	567	de:16072	Landkreis	Sonneberg
398	de:16073	534	267	3	2	15	1	25	185	48	1080	de:16073	Landkreis	Saalfeld-Rudolstadt
399	de:16074	265	317	3	0	15	0	6	82	14	702	de:16074	Landkreis	Saale-Holzland-Kreis
400	de:16075	424	270	0	0	21	3	23	112	35	888	de:16075	Landkreis	Saale-Orla-Kreis
401	de:16076	993	10	11	2	3	2	5	96	19	1141	de:16076	Landkreis	Greiz
402	de:16077	616	12	0	1	12	54	6	58	70	829	de:16077	Landkreis	Altenburger Land
